actor_account,sit_count,exp_get_amout,item_get_count,exp_repair_count,money_get_count,abyss,use_portal_count,killed_by_pc,killed_by_npc,teleport_count,reborn_count,question_count,login_total_day,sit_count_perday,item_get_count_perday,exp_repair_count_perday,money_get_count_perday,use_portal_count_perday,teleport_count_perday
20093535,233,744339379,122946,0,8808,4,0,253,45,744,167,1016,15,15.53333333,8196.4,0,587.2,0,49.6
20093540,1,69918,16,0,4,0,0,0,0,0,0,0,1,1,16,0,4,0,0
20093544,3818,828404370,61042,0,34,0,0,0,95,489,88,393,14,272.7142857,4360.142857,0,2.428571429,0,34.92857143
20093550,333,52333131,16198,0,215,0,0,21,36,155,43,19,6,55.5,2699.666667,0,35.83333333,0,25.83333333
20093553,29,45809213,901,0,381,0,0,5,6,51,7,2,3,9.666666667,300.3333333,0,127,0,17
20093560,108,216508290,7157,0,2103,0,0,56,60,272,71,26,15,7.2,477.1333333,0,140.2,0,18.13333333
20093561,3,174246,356,0,55,0,0,0,0,7,0,21,3,1,118.6666667,0,18.33333333,0,2.333333333
20093565,73,104606952,37346,0,567,0,0,0,11,52,7,50,8,9.125,4668.25,0,70.875,0,6.5
20093567,965,569328904,49696,0,6637,0,0,586,188,1009,513,286,14,68.92857143,3549.714286,0,474.0714286,0,72.07142857
20093568,62,18118540,2321,0,428,0,0,3,27,71,28,42,7,8.857142857,331.5714286,0,61.14285714,0,10.14285714
20093569,279,381261719,62742,0,3667,0,2,140,62,480,105,61,15,18.6,4182.8,0,244.4666667,0.133333333,32
20093570,469,541729353,174042,0,5586,0,4,443,284,688,336,466,15,31.26666667,11602.8,0,372.4,0.266666667,45.86666667
20093577,226,587265325,334295,0,7314,0,4,5,106,554,95,799,15,15.06666667,22286.33333,0,487.6,0.266666667,36.93333333
20093581,15,9335,39,0,18,0,0,0,11,12,11,7,2,7.5,19.5,0,9,0,6
20093589,21,30046654,113,0,158,342,0,0,9,16,4,1,2,10.5,56.5,0,79,0,8
20093592,32,1836854,457,0,182,0,0,0,4,17,3,46,2,16,228.5,0,91,0,8.5
20093595,291,197977012,36602,0,1966,0,2,72,74,287,96,170,9,32.33333333,4066.888889,0,218.4444444,0.222222222,31.88888889
20093597,3400,2119461821,110691,0,52007,0,0,0,84,125,77,1543,14,242.8571429,7906.5,0,3714.785714,0,8.928571429
20093599,481,196364560,62608,0,2510,0,0,183,80,407,168,57,15,32.06666667,4173.866667,0,167.3333333,0,27.13333333
20093604,2,971513,10,0,1,0,0,0,1,2,1,0,1,2,10,0,1,0,2
20093606,3,4220707,3298,0,73,0,0,1,3,29,4,15,4,0.75,824.5,0,18.25,0,7.25
20093613,59,58713520,569,0,425,0,0,21,25,108,23,60,8,7.375,71.125,0,53.125,0,13.5
20093625,75,31917801,933,0,852,0,0,20,16,154,58,7,8,9.375,116.625,0,106.5,0,19.25
20093631,338,468701925,234519,0,5408,189,5,211,155,615,230,137,15,22.53333333,15634.6,0,360.5333333,0.333333333,41
20093650,193,102585864,42936,0,641,0,0,3,33,153,28,11,11,17.54545455,3903.272727,0,58.27272727,0,13.90909091
20093651,299,17345872,28650,0,872,0,0,7,21,280,27,324,6,49.83333333,4775,0,145.3333333,0,46.66666667
20093662,116,825840,8187,0,32,0,0,9,30,140,99,0,3,38.66666667,2729,0,10.66666667,0,46.66666667
20093663,53,39874016,22119,0,709,0,0,17,3,97,16,26,7,7.571428571,3159.857143,0,101.2857143,0,13.85714286
20093664,198,33376932,3970,0,1520,0,0,6,44,134,41,164,9,22,441.1111111,0,168.8888889,0,14.88888889
20093668,11,126367,39,0,41,0,0,0,0,0,0,4,1,11,39,0,41,0,0
20093672,97,106452554,2975,0,1413,0,1,129,26,223,91,297,14,6.928571429,212.5,0,100.9285714,0.071428571,15.92857143
20093678,90,22896445,24133,0,23,0,0,2,8,50,7,1,6,15,4022.166667,0,3.833333333,0,8.333333333
20093685,483,359659060,191614,0,3836,0,2,27,154,750,150,195,15,32.2,12774.26667,0,255.7333333,0.133333333,50
20093686,30,50105037,326,0,654,0,0,1,2,37,3,28,6,5,54.33333333,0,109,0,6.166666667
20093692,12,68788202,1547,0,658,0,0,0,14,71,8,240,5,2.4,309.4,0,131.6,0,14.2
20093694,86,26495973,19289,0,487,0,0,5,12,75,17,24,11,7.818181818,1753.545455,0,44.27272727,0,6.818181818
20093710,202,34337009,32346,0,120,0,0,13,31,101,49,8,8,25.25,4043.25,0,15,0,12.625
20093714,255,68719042,1115,0,879,0,0,10,17,75,22,27,4,63.75,278.75,0,219.75,0,18.75
20093721,43,22738116,40807,0,47,0,0,0,28,59,22,0,6,7.166666667,6801.166667,0,7.833333333,0,9.833333333
20093738,236,380753557,7947,0,1815,0,3,5,47,270,41,159,14,16.85714286,567.6428571,0,129.6428571,0.214285714,19.28571429
20093740,25,967262,421,0,95,0,0,0,4,22,5,24,2,12.5,210.5,0,47.5,0,11
20093746,2677,413432640,40748,0,3253,0,0,229,52,275,236,2,14,191.2142857,2910.571429,0,232.3571429,0,19.64285714
20093753,18,164621,63,0,7,0,0,0,0,1,0,8,1,18,63,0,7,0,1
20093756,45,106350903,12843,0,1089,0,0,41,9,116,36,45,5,9,2568.6,0,217.8,0,23.2
20093767,167,205604664,3214,0,2608,0,4,37,63,256,77,98,11,15.18181818,292.1818182,0,237.0909091,0.363636364,23.27272727
20093783,2,27530398,4994,0,180,0,0,1,8,28,6,2,5,0.4,998.8,0,36,0,5.6
20093789,3,12176638,3170,0,88,0,1,4,0,16,5,55,4,0.75,792.5,0,22,0.25,4
20093797,1,231176,13,0,8,0,0,0,0,1,0,0,1,1,13,0,8,0,1
20093798,90,21895271,1424,0,403,0,0,23,11,115,27,46,7,12.85714286,203.4285714,0,57.57142857,0,16.42857143
20093808,9,1836058,14,0,1,0,0,0,2,2,1,0,1,9,14,0,1,0,2
20093811,39,720687,177,0,26,0,0,1,0,40,1,0,6,6.5,29.5,0,4.333333333,0,6.666666667
20093822,58,46964132,22125,0,19,0,0,4,5,57,10,11,7,8.285714286,3160.714286,0,2.714285714,0,8.142857143
20093825,397,329839508,7466,0,3349,0,0,36,100,441,106,152,15,26.46666667,497.7333333,0,223.2666667,0,29.4
20093831,21,9162964,290,0,298,0,0,5,6,45,11,6,3,7,96.66666667,0,99.33333333,0,15
20093833,987,399361730,35504,0,294,0,0,132,95,220,181,2,13,75.92307692,2731.076923,0,22.61538462,0,16.92307692
20093835,442,478047194,21875,0,5162,0,9,587,138,821,362,48,15,29.46666667,1458.333333,0,344.1333333,0.6,54.73333333
20093836,78,314513829,90121,0,3839,0,0,106,58,335,99,56,12,6.5,7510.083333,0,319.9166667,0,27.91666667
20093840,136,6578360,3808,0,739,0,0,0,21,90,22,146,8,17,476,0,92.375,0,11.25
20093841,7139,251516787,26031,0,5007,0,0,185,149,334,274,1,14,509.9285714,1859.357143,0,357.6428571,0,23.85714286
20093842,1643,342292510,194922,0,60,0,0,82,13,174,82,1261,11,149.3636364,17720.18182,0,5.454545455,0,15.81818182
20093845,266,270569008,129339,0,3200,40,0,34,44,344,45,127,14,19,9238.5,0,228.5714286,0,24.57142857
20093853,208,332184421,4189,0,3477,0,1,9,93,260,53,112,14,14.85714286,299.2142857,0,248.3571429,0.071428571,18.57142857
20093858,360,83673936,2118,0,812,0,0,7,52,184,39,45,13,27.69230769,162.9230769,0,62.46153846,0,14.15384615
20093865,84,54309262,1582,0,521,0,0,9,16,31,16,0,5,16.8,316.4,0,104.2,0,6.2
20093869,702,23079204,4119,0,1895,0,0,3,29,43,20,7,3,234,1373,0,631.6666667,0,14.33333333
20093878,9,864518,780,0,218,0,0,0,1,14,1,64,2,4.5,390,0,109,0,7
20093892,3,219704,338,0,97,0,0,0,2,8,2,40,2,1.5,169,0,48.5,0,4
20093893,283,342563132,102325,0,3390,0,2,57,36,393,77,252,13,21.76923077,7871.153846,0,260.7692308,0.153846154,30.23076923
20093896,475,625236107,337414,0,6213,0,5,99,128,895,148,376,15,31.66666667,22494.26667,0,414.2,0.333333333,59.66666667
20093905,1004,112995920,3019,0,1121,0,1,8,158,298,127,60,14,71.71428571,215.6428571,0,80.07142857,0.071428571,21.28571429
20093911,70,179052803,73849,0,2286,0,3,59,43,300,65,141,15,4.666666667,4923.266667,0,152.4,0.2,20
20093914,211,254228310,125907,0,3238,352,4,210,67,404,153,799,14,15.07142857,8993.357143,0,231.2857143,0.285714286,28.85714286
20093921,1490,1229522838,85896,0,10229,0,0,17,47,107,41,451,15,99.33333333,5726.4,0,681.9333333,0,7.133333333
20093930,771,1473775739,63939,0,155,0,0,0,0,25,0,0,14,55.07142857,4567.071429,0,11.07142857,0,1.785714286
20093932,415,61299731,2099,0,741,0,0,5,45,120,36,45,9,46.11111111,233.2222222,0,82.33333333,0,13.33333333
20093937,398,152568885,15973,0,1039,0,1,87,56,616,139,580,15,26.53333333,1064.866667,0,69.26666667,0.066666667,41.06666667
20093939,41,26253812,482,0,184,0,0,5,13,32,16,8,3,13.66666667,160.6666667,0,61.33333333,0,10.66666667
20093941,27674,1017926230,74695,0,54,0,0,0,11,42,11,0,14,1976.714286,5335.357143,0,3.857142857,0,3
20093957,8,4268636,14630,0,47,0,0,2,2,9,3,30,3,2.666666667,4876.666667,0,15.66666667,0,3
20093959,208,146013988,44224,0,1872,0,9,50,59,389,88,151,13,16,3401.846154,0,144,0.692307692,29.92307692
20093967,146,39329678,6357,0,1537,0,0,10,44,153,47,197,6,24.33333333,1059.5,0,256.1666667,0,25.5
20093969,2522,149469624,38396,0,3463,0,0,61,256,307,281,10,13,194,2953.538462,0,266.3846154,0,23.61538462
20093976,273,351350834,177227,0,4022,278,0,26,55,313,51,404,15,18.2,11815.13333,0,268.1333333,0,20.86666667
20093983,1,62348,15,0,0,0,0,36,0,38,34,0,5,0.2,3,0,0,0,7.6
20093987,18,163054,70,0,61,0,0,0,1,15,1,7,2,9,35,0,30.5,0,7.5
20093989,170,306959065,11783,0,3242,0,10,423,52,564,297,177,14,12.14285714,841.6428571,0,231.5714286,0.714285714,40.28571429
20094003,8,11389762,370,0,53,0,0,0,13,22,5,29,3,2.666666667,123.3333333,0,17.66666667,0,7.333333333
20094004,1,0,0,0,0,0,0,2,0,6,1,0,1,1,0,0,0,0,6
20094007,63,285413350,32144,0,3136,0,1,105,70,462,114,768,11,5.727272727,2922.181818,0,285.0909091,0.090909091,42
20094010,167,1803615,1231,0,710,0,0,0,32,60,28,89,3,55.66666667,410.3333333,0,236.6666667,0,20
20094015,624,73452945,104807,0,388,0,6,49,135,349,152,2,14,44.57142857,7486.214286,0,27.71428571,0.428571429,24.92857143
20094020,115,248732188,71206,0,2685,0,1,651,72,780,304,76,13,8.846153846,5477.384615,0,206.5384615,0.076923077,60
20094023,21916,1419611954,71811,0,456,0,0,0,4,35,4,0,14,1565.428571,5129.357143,0,32.57142857,0,2.5
20094026,254,481625565,37952,0,3869,122,8,68,86,511,90,291,15,16.93333333,2530.133333,0,257.9333333,0.533333333,34.06666667
20094031,5286,974045977,74283,0,26,0,0,0,10,34,9,4079,15,352.4,4952.2,0,1.733333333,0,2.266666667
20094033,2975,469421438,32160,0,2154,0,0,209,30,246,189,364,15,198.3333333,2144,0,143.6,0,16.4
20094039,24,468850,60,0,58,0,0,3,9,11,4,6,3,8,20,0,19.33333333,0,3.666666667
20094040,10,15391861,11299,0,166,0,0,1,1,17,2,7,1,10,11299,0,166,0,17
20094043,1,2486,15,0,12,0,0,0,0,0,0,4,1,1,15,0,12,0,0
20094045,184,186590080,16639,0,2523,0,1,36,19,208,29,312,12,15.33333333,1386.583333,0,210.25,0.083333333,17.33333333
20094048,102,166658283,43277,0,1974,0,0,11,40,163,45,71,7,14.57142857,6182.428571,0,282,0,23.28571429
20094049,282,152833065,1403,0,2035,0,1,10,27,179,31,43,4,70.5,350.75,0,508.75,0.25,44.75
20094052,16,6339197,421,0,68,0,0,6,7,20,9,4,5,3.2,84.2,0,13.6,0,4
20094054,295,62593079,84768,0,1458,0,0,6,49,289,47,113,9,32.77777778,9418.666667,0,162,0,32.11111111
20094063,3,53166,109,0,71,0,0,0,0,3,0,15,1,3,109,0,71,0,3
20094071,27,14168674,441,0,462,0,0,6,20,76,15,8,8,3.375,55.125,0,57.75,0,9.5
20094081,46,117413371,1598,0,799,0,0,5,23,103,21,24,8,5.75,199.75,0,99.875,0,12.875
20094082,23,17984978,657,0,109,0,0,0,4,20,4,3,2,11.5,328.5,0,54.5,0,10
20094083,11,1678524,8,0,0,0,0,4,1,12,4,2,4,2.75,2,0,0,0,3
20094085,288,298912491,6350,0,2822,0,4,19,104,514,106,102,15,19.2,423.3333333,0,188.1333333,0.266666667,34.26666667
20094090,25,24006892,746,0,284,0,0,16,5,27,15,0,4,6.25,186.5,0,71,0,6.75
20094092,250,71333236,68954,0,722,0,1,23,60,467,62,529,15,16.66666667,4596.933333,0,48.13333333,0.066666667,31.13333333
20094093,1,109152,23,0,8,0,0,0,1,2,1,4,1,1,23,0,8,0,2
20094098,5,575916,22,0,16,0,0,0,0,1,0,0,1,5,22,0,16,0,1
20094100,75,1581406,791,0,517,0,0,0,35,61,29,33,5,15,158.2,0,103.4,0,12.2
20094101,62,153931856,52673,0,1379,0,0,56,33,192,59,263,9,6.888888889,5852.555556,0,153.2222222,0,21.33333333
20094102,142,492483030,27266,0,4724,0,1,102,66,392,88,323,15,9.466666667,1817.733333,0,314.9333333,0.066666667,26.13333333
20094126,278,515421351,285406,0,4447,0,7,66,91,574,110,174,14,19.85714286,20386.14286,0,317.6428571,0.5,41
20094130,24,509210,616,0,204,0,0,0,1,14,1,62,2,12,308,0,102,0,7
20094131,65,15363103,2866,0,963,0,0,5,31,143,32,106,12,5.416666667,238.8333333,0,80.25,0,11.91666667
20094144,310,177428680,2471,0,2001,0,0,34,34,238,51,51,6,51.66666667,411.8333333,0,333.5,0,39.66666667
20094148,188,37704497,12676,0,2515,0,0,4,3,49,6,8,3,62.66666667,4225.333333,0,838.3333333,0,16.33333333
20094160,43,384516972,111875,0,4180,0,0,142,55,373,98,43,15,2.866666667,7458.333333,0,278.6666667,0,24.86666667
20094161,104,110215982,56702,0,1043,0,0,4,16,97,14,7,8,13,7087.75,0,130.375,0,12.125
20094162,33,117823,348,0,309,0,0,0,0,0,0,2,1,33,348,0,309,0,0
20094163,5,13993717,147,0,171,293,1,1361,74,575,1265,108,15,0.333333333,9.8,0,11.4,0.066666667,38.33333333
20094164,296,446191451,79233,0,4593,0,0,4,125,531,63,318,12,24.66666667,6602.75,0,382.75,0,44.25
20094167,66,70673360,9988,0,282,0,0,0,16,87,13,39,3,22,3329.333333,0,94,0,29
20094169,31,2477591,1871,0,424,0,0,0,2,45,3,106,5,6.2,374.2,0,84.8,0,9
20094174,39,95881739,553,0,848,0,1,9,22,61,20,22,7,5.571428571,79,0,121.1428571,0.142857143,8.714285714
20094175,314,1222941148,18133,0,22037,0,0,22,395,288,347,0,15,20.93333333,1208.866667,0,1469.133333,0,19.2
20094182,531,420291556,135374,0,3759,0,0,93,159,530,118,37,13,40.84615385,10413.38462,0,289.1538462,0,40.76923077
20094211,38,893492,0,0,4,0,0,0,15,61,13,1,9,4.222222222,0,0,0.444444444,0,6.777777778
20094217,176,44384382,143239,0,323,0,0,0,7,200,7,978,13,13.53846154,11018.38462,0,24.84615385,0,15.38461538
20094219,3,374105,53,0,61,0,0,0,0,5,0,5,1,3,53,0,61,0,5
20094221,312,9333260,32523,0,1293,0,0,9,47,111,52,78,6,52,5420.5,0,215.5,0,18.5
20094222,208,594149229,198396,0,5481,0,1,128,286,762,214,602,15,13.86666667,13226.4,0,365.4,0.066666667,50.8
20094229,18,9652005,88,0,113,0,0,1,2,7,3,2,3,6,29.33333333,0,37.66666667,0,2.333333333
20094233,535,52064572,98826,0,1047,0,3,32,36,308,56,309,7,76.42857143,14118,0,149.5714286,0.428571429,44
20094240,32,20690196,341,0,195,0,0,4,1,95,3,2,13,2.461538462,26.23076923,0,15,0,7.307692308
20094244,520,407294664,170005,0,5609,0,1,199,120,754,188,680,15,34.66666667,11333.66667,0,373.9333333,0.066666667,50.26666667
20094245,65,1512101461,108670,0,31,0,0,0,1,16,1,0,14,4.642857143,7762.142857,0,2.214285714,0,1.142857143
20094251,105,256963248,2657,0,2368,0,1,8,66,227,54,57,11,9.545454545,241.5454545,0,215.2727273,0.090909091,20.63636364
20094258,93,221026,283,0,186,0,0,0,2,5,1,4,4,23.25,70.75,0,46.5,0,1.25
20094260,78,105182702,67653,0,861,0,0,13,9,53,15,7,9,8.666666667,7517,0,95.66666667,0,5.888888889
20094271,49,276938597,8894,0,2376,0,0,31,32,168,46,16,13,3.769230769,684.1538462,0,182.7692308,0,12.92307692
20094284,6030,809914452,58843,0,588,0,0,85,221,305,270,1,15,402,3922.866667,0,39.2,0,20.33333333
20094295,454,437522472,61042,0,46,0,0,300,21,587,563,49,15,30.26666667,4069.466667,0,3.066666667,0,39.13333333
20094299,3,628532,0,0,0,374,0,1103,0,3,980,0,15,0.2,0,0,0,0,0.2
20094302,371,71240542,1168,0,1306,0,0,20,22,173,28,44,9,41.22222222,129.7777778,0,145.1111111,0,19.22222222
20094307,485,260176449,141528,0,8717,0,3,376,210,1163,481,323,15,32.33333333,9435.2,0,581.1333333,0.2,77.53333333
20094320,10,20419091,8959,0,521,0,0,5,15,93,17,11,9,1.111111111,995.4444444,0,57.88888889,0,10.33333333
20094329,1588,1916275660,78130,0,46,0,0,0,0,45,0,1890,14,113.4285714,5580.714286,0,3.285714286,0,3.214285714
20094331,236,25216565,6264,0,1179,0,0,7,18,218,21,332,7,33.71428571,894.8571429,0,168.4285714,0,31.14285714
20094338,609,196990605,4909,0,2278,0,0,13,95,305,86,52,15,40.6,327.2666667,0,151.8666667,0,20.33333333
20094341,65,3428870,5097,0,455,0,0,1,2,59,3,119,7,9.285714286,728.1428571,0,65,0,8.428571429
20094345,322,3680410,16587,0,251,0,0,0,7,71,7,2,3,107.3333333,5529,0,83.66666667,0,23.66666667
20094348,235,255232697,16580,0,2887,0,0,75,17,316,50,166,13,18.07692308,1275.384615,0,222.0769231,0,24.30769231
20094349,54,50910376,23724,0,480,0,0,28,3,70,19,4,8,6.75,2965.5,0,60,0,8.75
20094373,10,8689135,217,0,24,0,0,6,3,15,8,15,4,2.5,54.25,0,6,0,3.75
20094379,373,219214759,93778,0,2881,0,1,89,38,286,99,94,10,37.3,9377.8,0,288.1,0.1,28.6
20094380,299,13908955,1345,0,557,0,1,9,28,105,33,53,9,33.22222222,149.4444444,0,61.88888889,0.111111111,11.66666667
20094386,705,1518939150,108131,0,35617,0,0,0,3,69,3,0,12,58.75,9010.916667,0,2968.083333,0,5.75
20094387,486,388719214,21046,0,3563,256,0,131,112,608,141,630,15,32.4,1403.066667,0,237.5333333,0,40.53333333
20094389,104,244268992,9064,0,2765,0,2,121,48,328,102,184,13,8,697.2307692,0,212.6923077,0.153846154,25.23076923
20094391,1517,1253316851,96092,0,29,0,0,0,30,604,30,566,14,108.3571429,6863.714286,0,2.071428571,0,43.14285714
20094395,5,52401,256,0,54,0,0,0,1,1,1,15,1,5,256,0,54,0,1
20094396,258,213238309,123808,0,4013,0,4,174,102,763,420,79,15,17.2,8253.866667,0,267.5333333,0.266666667,50.86666667
20094397,71,11752041,14852,0,741,0,0,4,28,81,29,61,6,11.83333333,2475.333333,0,123.5,0,13.5
20094402,310,29228257,65084,0,1287,0,14,282,100,446,324,55,15,20.66666667,4338.933333,0,85.8,0.933333333,29.73333333
20094411,164,217073223,1663,0,2303,0,0,14,63,147,63,66,14,11.71428571,118.7857143,0,164.5,0,10.5
20094412,198,33158455,58063,0,448,0,0,5,21,131,23,57,10,19.8,5806.3,0,44.8,0,13.1
20094413,400,472655277,3412,0,5001,0,30,115,284,895,282,117,15,26.66666667,227.4666667,0,333.4,2,59.66666667
20094421,143,190624775,3501,0,2456,24,0,47,52,200,60,44,6,23.83333333,583.5,0,409.3333333,0,33.33333333
20094422,11,31317130,113,0,307,0,0,0,1,16,1,4,1,11,113,0,307,0,16
20094429,359,50409952,31900,0,1553,0,4,40,35,203,55,56,11,32.63636364,2900,0,141.1818182,0.363636364,18.45454545
20094433,135,19740121,1373,0,126,0,0,0,5,52,3,9,5,27,274.6,0,25.2,0,10.4
20094436,599,283693399,16959,0,2758,0,0,0,4,17,3,0,5,119.8,3391.8,0,551.6,0,3.4
20094437,52,116023399,98949,0,651,0,1,24,47,307,54,42,14,3.714285714,7067.785714,0,46.5,0.071428571,21.92857143
20094438,6,427631,24,0,12,0,0,0,3,7,2,1,2,3,12,0,6,0,3.5
20094443,193,108328077,61110,0,2221,0,0,32,26,179,46,232,6,32.16666667,10185,0,370.1666667,0,29.83333333
20094453,1,13258,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2
20094456,200,215035630,1204,0,2115,0,4,21,85,235,86,39,12,16.66666667,100.3333333,0,176.25,0.333333333,19.58333333
20094462,127,366403348,12399,0,3158,0,0,204,97,526,159,70,12,10.58333333,1033.25,0,263.1666667,0,43.83333333
20094465,67,35695241,21613,0,1858,0,0,6,58,113,49,44,14,4.785714286,1543.785714,0,132.7142857,0,8.071428571
20094500,403,24976840,12946,0,942,0,0,9,6,50,14,120,3,134.3333333,4315.333333,0,314,0,16.66666667
20094517,139,70771053,45105,0,927,0,0,46,10,197,42,158,14,9.928571429,3221.785714,0,66.21428571,0,14.07142857
20094523,36,57435999,353,0,159,0,0,9,3,68,7,3,9,4,39.22222222,0,17.66666667,0,7.555555556
20094530,2,3480218,27,0,31,0,0,0,0,5,0,0,2,1,13.5,0,15.5,0,2.5
20094532,6,22018,18,0,11,0,0,0,1,1,1,4,1,6,18,0,11,0,1
20094549,13,8003492,8817,0,9,0,0,0,12,45,12,0,6,2.166666667,1469.5,0,1.5,0,7.5
20094552,21,6383409,68,0,10,0,0,0,8,19,5,0,2,10.5,34,0,5,0,9.5
20094556,568,490019557,10691,0,1642,0,2,20,78,330,69,490,15,37.86666667,712.7333333,0,109.4666667,0.133333333,22
20094558,2,12569,503,0,45,0,0,0,0,0,0,9,2,1,251.5,0,22.5,0,0
20094570,687,218926700,98411,0,7504,0,0,32,5,159,39,0,15,45.8,6560.733333,0,500.2666667,0,10.6
20094588,3,44383,163,0,45,0,0,0,0,4,0,22,1,3,163,0,45,0,4
20094598,7382,1188341066,51327,0,6052,0,0,0,4,38,4,0,15,492.1333333,3421.8,0,403.4666667,0,2.533333333
20094602,26,10313954,533,0,24,0,0,4,1,37,3,13,4,6.5,133.25,0,6,0,9.25
20094609,146,315081212,3539,0,2354,0,0,16,50,224,49,191,11,13.27272727,321.7272727,0,214,0,20.36363636
20094610,198,251500923,48062,0,2191,0,0,9,34,389,40,130,15,13.2,3204.133333,0,146.0666667,0,25.93333333
20094616,5141,68974523,11083,0,22,0,0,16,72,146,82,447,4,1285.25,2770.75,0,5.5,0,36.5
20094622,144,450897431,78042,0,5936,0,0,47,35,491,59,142,15,9.6,5202.8,0,395.7333333,0,32.73333333
20094634,34,505851714,176733,0,5548,0,0,221,56,488,153,143,15,2.266666667,11782.2,0,369.8666667,0,32.53333333
20094636,209,338171716,57572,0,3189,0,11,47,61,491,82,157,14,14.92857143,4112.285714,0,227.7857143,0.785714286,35.07142857
20094640,289,135607,634,0,257,0,0,0,0,0,0,4,1,289,634,0,257,0,0
20094648,117,162085321,33292,0,1236,0,0,6,35,130,28,13,10,11.7,3329.2,0,123.6,0,13
20094656,107,26162299,8140,0,815,0,1,5,27,204,31,202,13,8.230769231,626.1538462,0,62.69230769,0.076923077,15.69230769
20094657,122,1144429538,69934,0,24274,0,0,0,9,33,7,0,15,8.133333333,4662.266667,0,1618.266667,0,2.2
20094665,15923,1076598241,67825,0,13084,0,0,0,32,104,27,1665,15,1061.533333,4521.666667,0,872.2666667,0,6.933333333
20094681,29,62473,99,0,30,0,0,0,2,4,2,10,2,14.5,49.5,0,15,0,2
20094686,33,7753512,104,0,8,0,0,0,5,12,3,0,4,8.25,26,0,2,0,3
20094695,181,151420087,81691,0,2233,0,0,52,75,471,149,56,11,16.45454545,7426.454545,0,203,0,42.81818182
20094696,111,133972066,20088,0,2565,0,5,66,74,282,102,70,11,10.09090909,1826.181818,0,233.1818182,0.454545455,25.63636364
20094704,129,285247387,38632,0,2848,0,0,85,25,249,65,128,13,9.923076923,2971.692308,0,219.0769231,0,19.15384615
20094709,84,122157392,39161,0,1410,0,0,42,23,210,44,36,9,9.333333333,4351.222222,0,156.6666667,0,23.33333333
20094717,807,618485921,84464,0,6377,0,5,80,103,626,107,643,14,57.64285714,6033.142857,0,455.5,0.357142857,44.71428571
20094724,73,46247171,383,0,269,0,0,7,16,61,17,3,4,18.25,95.75,0,67.25,0,15.25
20094737,171,29630855,3555,0,432,0,0,1,36,92,27,50,10,17.1,355.5,0,43.2,0,9.2
20094740,6,11082,1,0,0,0,0,0,0,5,0,0,1,6,1,0,0,0,5
20094752,56,272698,311,0,118,0,0,0,9,25,9,45,2,28,155.5,0,59,0,12.5
20094754,2,13258,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
20094756,1098,490451328,283419,0,4699,3,0,100,184,762,208,754,14,78.42857143,20244.21429,0,335.6428571,0,54.42857143
20094758,427,187846118,43547,0,3246,0,0,8,103,421,78,80,15,28.46666667,2903.133333,0,216.4,0,28.06666667
20094759,602,84523329,2323,0,484,0,3,53,108,331,133,28,10,60.2,232.3,0,48.4,0.3,33.1
20094761,68,29420588,684,0,314,0,0,0,4,66,4,13,4,17,171,0,78.5,0,16.5
20094762,6,1451607,718,0,69,0,0,1,6,17,5,7,3,2,239.3333333,0,23,0,5.666666667
20094763,189,783148445,107085,0,4561,0,3,47,81,626,87,299,15,12.6,7139,0,304.0666667,0.2,41.73333333
20094764,32,17489925,19563,0,480,0,0,8,11,73,17,62,6,5.333333333,3260.5,0,80,0,12.16666667
20094765,216,165685915,34141,0,1249,0,1,12,104,371,98,58,15,14.4,2276.066667,0,83.26666667,0.066666667,24.73333333
20094790,211,44901979,6974,0,1069,0,0,93,75,679,170,260,9,23.44444444,774.8888889,0,118.7777778,0,75.44444444
20094800,1054,1844690283,81319,0,86,0,0,0,2,48,2,3148,15,70.26666667,5421.266667,0,5.733333333,0,3.2
20094811,205,240967522,68238,0,2204,0,1,98,68,354,94,101,13,15.76923077,5249.076923,0,169.5384615,0.076923077,27.23076923
20094814,30,153373873,15476,0,1575,0,0,11,12,108,12,16,8,3.75,1934.5,0,196.875,0,13.5
20094839,66,5720143,4630,0,395,0,0,2,9,92,11,192,7,9.428571429,661.4285714,0,56.42857143,0,13.14285714
20094855,1,656149,2276,0,1,0,0,0,0,2,0,18,4,0.25,569,0,0.25,0,0.5
20094867,149,62559991,88441,0,1323,0,0,22,74,253,58,156,12,12.41666667,7370.083333,0,110.25,0,21.08333333
20094869,26,14596106,106467,0,177,0,0,74,58,323,102,500,11,2.363636364,9678.818182,0,16.09090909,0,29.36363636
20094872,362,141224830,17288,0,4104,0,3,69,116,538,121,143,13,27.84615385,1329.846154,0,315.6923077,0.230769231,41.38461538
20094875,211,132683802,57757,0,1864,0,6,196,93,742,184,102,15,14.06666667,3850.466667,0,124.2666667,0.4,49.46666667
20094878,9,15209609,50691,0,534,0,0,0,0,17,0,25,3,3,16897,0,178,0,5.666666667
20094900,7014,409470142,68244,0,3554,0,0,142,24,232,137,489,12,584.5,5687,0,296.1666667,0,19.33333333
20094911,484,775231080,52293,0,109,0,0,19,41,163,44,0,13,37.23076923,4022.538462,0,8.384615385,0,12.53846154
20094915,104,364223289,11199,0,2716,0,4,75,64,410,91,118,12,8.666666667,933.25,0,226.3333333,0.333333333,34.16666667
20094918,289,1222230921,38147,0,21981,0,0,27,442,225,372,0,15,19.26666667,2543.133333,0,1465.4,0,15
